MNIS_id,url,debates
4459,https://hansard.parliament.uk/search/MemberContributions?memberId=4459&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,72
1559,https://hansard.parliament.uk/search/MemberContributions?memberId=1559&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,36
4616,https://hansard.parliament.uk/search/MemberContributions?memberId=4616&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,28
4606,https://hansard.parliament.uk/search/MemberContributions?memberId=4606&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,27
152,https://hansard.parliament.uk/search/MemberContributions?memberId=152&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,69
1542,https://hansard.parliament.uk/search/MemberContributions?memberId=1542&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,45
491,https://hansard.parliament.uk/search/MemberContributions?memberId=491&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,92
483,https://hansard.parliament.uk/search/MemberContributions?memberId=483&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,49
4846,https://hansard.parliament.uk/search/MemberContributions?memberId=4846&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,37
4807,https://hansard.parliament.uk/search/MemberContributions?memberId=4807&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,32
3943,https://hansard.parliament.uk/search/MemberContributions?memberId=3943&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,91
